userID,restaurantID,RName,Cuisine,Area,Seats,Halls_Count,Summer_Terrace,VIP_Zone,Avg_Bill,Staff_Count,Michelin_Stars,Age,Gender,Profession,Openness,Conscientiousness,Extraversion,Agreeableness,Neuroticism,Rating
V0992,R010,Cafe Pushkin,Italian,144,63,3,No,No,3361,20,0,24,Male,Finance,0.56,0.7,0.35,0.66,0.63,2.5
V0636,R045,Gvidon,Georgian,329,94,1,Yes,No,5898,58,0,38,Female,Medical,0.83,0.71,0.7,0.71,0.52,3.5
V0072,R034,Butler,Georgian,279,77,1,Yes,No,2967,40,0,60,Male,Sales,0.73,0.6,0.27,0.6,0.58,3.5
V0157,R008,Biologie,Asian,96,53,2,Yes,Yes,3185,5,0,31,Male,Entrepreneur,0.61,0.77,0.31,0.65,0.52,3.0
V0839,R043,Pavilion,Asian,96,110,3,Yes,No,3855,13,0,44,Male,Scientist,0.43,0.37,0.35,0.7,0.51,3.0
V0253,R007,Grand Cru,Italian,227,46,2,No,No,5496,38,1,47,Female,Sales,0.75,0.45,0.59,0.67,0.46,4.5
V0738,R002,Artest Chef’s Table,Japanese,160,121,1,No,No,3285,32,0,52,Male,Scientist,0.54,0.48,0.88,0.64,0.43,3.5
V0377,R032,Expedition,Asian,155,146,1,No,No,4513,30,0,19,Female,Entrepreneur,0.6,0.73,0.64,0.6,0.52,2.5
V0514,R023,Cristal Room Baccarat,French,108,79,2,Yes,No,6023,19,0,62,Male,Service Worker,0.37,0.47,0.43,0.57,0.46,2.0
V0798,R019,BOLSHOI,Italian,256,89,3,Yes,No,5882,47,0,39,Female,Manager,0.94,0.55,0.82,0.39,0.0,2.5
V0990,R037,Gastronome,Fusion,237,68,2,No,No,5618,43,0,25,Female,Manager,0.79,0.7,0.74,0.69,0.75,2.0
V0828,R023,Cristal Room Baccarat,French,108,79,2,Yes,No,6023,19,0,54,Male,IT Specialist,0.63,0.67,0.59,0.39,0.43,2.5
V0685,R040,Alice,Fusion,149,71,1,Yes,No,2637,23,2,35,Male,Service Worker,0.78,0.43,0.32,0.58,0.4,4.5
V0582,R021,Darbar,French,106,68,3,No,No,3143,13,0,31,Male,Service Worker,0.56,0.53,0.51,0.5,0.44,1.5
V0705,R041,Aist,Mediterranean,127,59,1,No,No,5174,19,0,60,Male,Medical,0.74,0.64,0.28,0.66,0.57,3.0
V0443,R007,Grand Cru,Italian,227,46,2,No,No,5496,38,1,55,Female,Student,0.59,0.65,0.34,0.67,0.41,3.5
V0518,R011,Probka,Georgian,332,61,1,No,No,3747,57,1,55,Male,Entrepreneur,0.81,0.77,0.57,0.77,0.47,3.5
V0459,R036,Volna,Georgian,254,48,1,Yes,Yes,3387,46,0,42,Female,Manager,0.69,0.58,0.57,0.67,0.89,3.5
V0384,R019,BOLSHOI,Italian,256,89,3,Yes,No,5882,47,0,31,Female,Finance,0.49,0.68,0.34,0.61,0.44,3.5
V0585,R038,Corner Cafe,Author's,175,125,2,Yes,No,5889,21,0,45,Male,Medical,0.56,0.29,0.39,0.73,0.78,2.0
V0722,R013,Sage,Georgian,220,69,2,Yes,No,5858,43,0,60,Female,Service Worker,0.76,0.35,0.43,0.68,0.25,2.0
V0717,R026,Grace Bistro,Japanese,77,50,2,Yes,No,9397,19,0,26,Female,Finance,0.52,0.52,0.54,0.63,0.35,1.5
V0895,R013,Sage,Georgian,220,69,2,Yes,No,5858,43,0,54,Female,IT Specialist,0.66,0.53,0.51,0.46,0.55,3.5
V0824,R006,Beluga,Georgian,424,64,3,Yes,Yes,6502,72,0,62,Male,Student,0.69,0.49,0.55,0.63,0.0,2.5
V0586,R050,Probka na Tsvetnom,Author's,173,37,2,Yes,Yes,3768,27,0,35,Female,Student,0.57,0.49,0.39,0.77,0.0,1.0
V0990,R025,Technikum,Author's,132,54,2,Yes,No,5274,16,0,25,Female,Manager,0.79,0.7,0.74,0.69,0.75,1.0
V0772,R025,Technikum,Author's,132,54,2,Yes,No,5274,16,0,41,Male,Creative,0.9,0.52,0.41,0.59,0.26,1.0
V0395,R036,Volna,Georgian,254,48,1,Yes,Yes,3387,46,0,20,Male,Sales,0.76,0.5,0.68,0.55,0.09,2.5
V0660,R044,Pushkin,Mediterranean,532,39,1,Yes,No,5211,94,0,60,Female,Medical,0.55,0.5,0.38,0.37,0.46,3.5
V0102,R037,Gastronome,Fusion,237,68,2,No,No,5618,43,0,61,Male,Creative,0.68,0.77,0.41,0.55,0.56,2.5
V0525,R049,Margarita Bistro,Georgian,266,63,3,No,No,3019,49,0,27,Male,Student,0.72,0.64,0.76,0.47,0.26,2.5
V0076,R007,Grand Cru,Italian,227,46,2,No,No,5496,38,1,54,Male,Creative,0.86,0.75,0.65,0.63,0.26,3.5
V0983,R035,Avocado Queen,Georgian,271,72,2,No,Yes,4157,57,0,47,Female,Student,0.52,0.49,0.7,0.65,0.44,3.0
V0398,R002,Artest Chef’s Table,Japanese,160,121,1,No,No,3285,32,0,59,Female,Creative,0.92,0.67,0.69,0.71,0.73,2.5
V0118,R017,15 Kitchen + Bar,Mediterranean,231,101,1,Yes,Yes,1667,28,0,59,Male,Service Worker,0.51,0.61,0.54,0.73,0.58,3.0
V0627,R036,Volna,Georgian,254,48,1,Yes,Yes,3387,46,0,39,Male,Medical,0.84,0.62,0.64,0.47,0.58,4.0
V0092,R019,BOLSHOI,Italian,256,89,3,Yes,No,5882,47,0,56,Female,Service Worker,0.64,0.4,0.54,0.53,0.62,2.5
V0979,R003,White Rabbit,Author's,392,55,1,Yes,No,5149,64,0,27,Female,Sales,0.69,0.58,0.72,0.48,0.54,1.5
V0626,R005,Selfie,Seafood,192,129,1,No,Yes,2810,38,0,51,Male,Sales,0.54,0.29,0.34,0.61,0.39,2.5
V0488,R001,Twins Garden,Seafood,136,54,1,Yes,No,5306,32,0,60,Female,Scientist,0.48,0.55,0.62,0.68,0.55,2.5
V0078,R016,Padron,Mediterranean,440,60,1,Yes,No,4316,76,0,63,Male,Sales,0.67,0.46,0.15,0.59,1.0,3.5
V0246,R026,Grace Bistro,Japanese,77,50,2,Yes,No,9397,19,0,51,Male,Entrepreneur,0.69,0.28,0.38,0.46,0.46,2.5
V0423,R038,Corner Cafe,Author's,175,125,2,Yes,No,5889,21,0,40,Male,Sales,0.36,0.68,0.4,0.6,0.42,1.5
V0876,R041,Aist,Mediterranean,127,59,1,No,No,5174,19,0,33,Male,Sales,0.94,0.54,0.51,0.64,0.47,2.5
V0608,R037,Gastronome,Fusion,237,68,2,No,No,5618,43,0,20,Female,Medical,0.46,0.85,0.56,0.59,0.11,3.0
V0800,R043,Pavilion,Asian,96,110,3,Yes,No,3855,13,0,46,Female,Scientist,0.79,0.19,0.36,0.63,0.45,2.5
V0331,R025,Technikum,Author's,132,54,2,Yes,No,5274,16,0,26,Male,IT Specialist,0.59,0.33,0.77,0.48,0.58,1.0
V0667,R025,Technikum,Author's,132,54,2,Yes,No,5274,16,0,18,Female,Student,0.55,0.48,0.76,0.49,0.58,1.0
V0795,R020,Peshi,Fusion,142,37,1,Yes,No,5212,22,0,56,Male,Medical,0.66,0.35,0.39,0.73,0.61,3.0
V0377,R001,Twins Garden,Seafood,136,54,1,Yes,No,5306,32,0,19,Female,Entrepreneur,0.6,0.73,0.64,0.6,0.52,1.5
V0313,R040,Alice,Fusion,149,71,1,Yes,No,2637,23,2,61,Male,Service Worker,0.44,0.47,0.66,0.72,0.53,4.5
V0233,R036,Volna,Georgian,254,48,1,Yes,Yes,3387,46,0,54,Female,Student,0.83,0.25,0.68,0.55,0.19,2.5
V0674,R014,Onest,Author's,190,51,1,Yes,No,5936,38,0,47,Male,Sales,0.79,0.3,0.39,0.54,0.48,1.0
V0541,R028,L.E.S.,Author's,194,73,3,No,No,5713,23,0,37,Male,Creative,0.52,0.54,0.46,0.56,0.31,1.0
V0484,R004,SAVVA,Seafood,186,168,1,Yes,No,4008,27,0,59,Male,Finance,0.77,0.61,0.23,0.44,0.11,1.5
V0562,R010,Cafe Pushkin,Italian,144,63,3,No,No,3361,20,0,36,Female,Sales,0.83,0.61,0.46,0.49,0.66,4.0
V0087,R033,Assunta Madre,Russian,282,54,3,Yes,No,3981,45,0,57,Male,Sales,0.72,0.57,0.04,0.48,0.64,3.0
V0578,R043,Pavilion,Asian,96,110,3,Yes,No,3855,13,0,54,Male,Creative,0.57,0.58,0.44,0.33,0.53,2.5
V0145,R010,Cafe Pushkin,Italian,144,63,3,No,No,3361,20,0,59,Female,Finance,0.68,0.56,0.66,0.87,0.6,4.0
V0274,R022,Severyane,Fusion,161,86,1,Yes,Yes,5170,29,1,47,Female,Finance,0.77,0.73,0.48,0.48,0.27,4.5
V0942,R006,Beluga,Georgian,424,64,3,Yes,Yes,6502,72,0,57,Male,Manager,0.59,0.46,0.24,0.76,0.38,3.5
V0111,R028,L.E.S.,Author's,194,73,3,No,No,5713,23,0,30,Female,Manager,0.67,0.63,0.5,0.57,0.21,1.0
V0752,R035,Avocado Queen,Georgian,271,72,2,No,Yes,4157,57,0,44,Female,Entrepreneur,0.62,0.53,0.24,0.52,0.42,3.0
V0168,R014,Onest,Author's,190,51,1,Yes,No,5936,38,0,52,Female,Medical,0.6,0.28,0.44,0.65,0.63,2.0
V0936,R009,Sakhalin,Seafood,128,78,2,Yes,No,4288,29,0,27,Female,IT Specialist,0.75,0.39,0.48,0.6,0.88,1.5
V0348,R015,Big Wine Freaks,Fusion,136,36,2,No,No,5540,22,0,40,Male,Manager,0.62,0.72,0.4,0.61,0.38,2.5
V0487,R009,Sakhalin,Seafood,128,78,2,Yes,No,4288,29,0,38,Female,Student,0.66,0.62,0.44,0.7,0.69,1.5
V0861,R029,Chemodan,Italian,102,48,1,Yes,No,4062,19,0,48,Male,Manager,0.65,0.48,0.2,0.66,0.59,2.5
V0730,R045,Gvidon,Georgian,329,94,1,Yes,No,5898,58,0,18,Male,Creative,0.77,0.65,0.36,0.62,0.36,2.0
V0242,R024,Pinch,Fusion,125,73,1,Yes,No,2893,13,0,65,Male,Student,0.67,0.59,0.69,0.5,0.67,2.5
V0109,R046,Harvest,Japanese,103,150,1,No,No,5453,13,0,55,Female,Sales,0.78,0.55,0.46,0.54,0.24,2.0
V0503,R015,Big Wine Freaks,Fusion,136,36,2,No,No,5540,22,0,57,Male,Scientist,0.95,0.62,0.44,0.59,0.58,3.0
V0440,R049,Margarita Bistro,Georgian,266,63,3,No,No,3019,49,0,36,Male,Sales,0.6,0.52,0.49,0.6,0.6,3.5
V0052,R048,Eggsellent,Seafood,143,93,2,No,Yes,3760,23,0,23,Male,Scientist,0.6,0.66,0.36,0.44,0.2,2.5
V0453,R034,Butler,Georgian,279,77,1,Yes,No,2967,40,0,25,Female,Medical,0.62,0.37,0.59,0.6,0.46,3.5
V0107,R005,Selfie,Seafood,192,129,1,No,Yes,2810,38,0,25,Female,Entrepreneur,0.44,0.67,0.65,0.6,0.46,1.0
V0718,R039,Fahrenheit,Georgian,154,84,1,No,Yes,4056,31,1,35,Female,IT Specialist,0.73,0.65,0.43,0.73,0.24,4.0
V0051,R029,Chemodan,Italian,102,48,1,Yes,No,4062,19,0,43,Male,Sales,0.45,0.66,0.46,0.63,0.58,4.0
V0309,R002,Artest Chef’s Table,Japanese,160,121,1,No,No,3285,32,0,62,Female,Creative,0.73,0.5,0.74,0.63,0.62,2.0
V0344,R009,Sakhalin,Seafood,128,78,2,Yes,No,4288,29,0,39,Male,Student,0.66,0.67,0.33,0.57,0.27,1.5
V0647,R022,Severyane,Fusion,161,86,1,Yes,Yes,5170,29,1,34,Male,IT Specialist,0.43,0.54,0.73,0.65,0.57,4.0
V0243,R008,Biologie,Asian,96,53,2,Yes,Yes,3185,5,0,28,Female,Creative,0.44,0.62,0.55,0.66,0.38,2.5
V0739,R007,Grand Cru,Italian,227,46,2,No,No,5496,38,1,24,Female,Finance,0.46,0.51,0.6,0.82,0.54,4.5
V0265,R020,Peshi,Fusion,142,37,1,Yes,No,5212,22,0,58,Male,Creative,0.54,0.33,0.43,0.49,0.8,2.5
V0950,R033,Assunta Madre,Russian,282,54,3,Yes,No,3981,45,0,40,Male,Finance,0.71,0.61,0.49,0.77,0.46,3.5
V0498,R046,Harvest,Japanese,103,150,1,No,No,5453,13,0,35,Female,Finance,0.54,0.73,0.19,0.7,0.17,2.5
V0066,R034,Butler,Georgian,279,77,1,Yes,No,2967,40,0,59,Male,Manager,0.67,0.59,0.57,0.63,0.44,2.0
V0730,R009,Sakhalin,Seafood,128,78,2,Yes,No,4288,29,0,18,Male,Creative,0.77,0.65,0.36,0.62,0.36,1.0
V0106,R002,Artest Chef’s Table,Japanese,160,121,1,No,No,3285,32,0,65,Male,IT Specialist,0.7,0.89,0.56,0.54,0.35,3.0
V0429,R036,Volna,Georgian,254,48,1,Yes,Yes,3387,46,0,60,Female,Entrepreneur,0.55,0.33,0.29,0.62,0.83,3.5
V0374,R030,Dr. Zhivago,Asian,337,58,1,Yes,Yes,2952,54,0,59,Female,Manager,0.61,0.48,0.42,0.67,0.58,3.5
V0596,R006,Beluga,Georgian,424,64,3,Yes,Yes,6502,72,0,42,Male,Sales,0.79,0.62,0.06,0.78,0.51,4.0
V0891,R022,Severyane,Fusion,161,86,1,Yes,Yes,5170,29,1,20,Female,Service Worker,0.46,0.73,0.5,0.66,0.69,3.5
V0167,R049,Margarita Bistro,Georgian,266,63,3,No,No,3019,49,0,22,Female,Sales,0.51,0.88,0.61,0.61,0.28,3.0
V0048,R020,Peshi,Fusion,142,37,1,Yes,No,5212,22,0,52,Male,Creative,0.52,0.47,0.26,0.55,0.26,2.5
V0692,R018,La Marée,Asian,67,56,2,No,No,5289,11,0,47,Male,Sales,0.42,0.55,0.61,0.65,0.18,2.0
V0575,R041,Aist,Mediterranean,127,59,1,No,No,5174,19,0,28,Male,Student,0.7,0.55,0.54,0.42,0.31,2.0
V0903,R045,Gvidon,Georgian,329,94,1,Yes,No,5898,58,0,44,Female,Medical,0.84,0.64,0.42,0.55,0.55,3.0
V0341,R005,Selfie,Seafood,192,129,1,No,Yes,2810,38,0,32,Male,Student,0.61,0.57,0.45,0.39,0.4,2.0
V0962,R037,Gastronome,Fusion,237,68,2,No,No,5618,43,0,36,Male,Medical,0.68,0.51,0.7,0.7,0.81,3.5
V0659,R018,La Marée,Asian,67,56,2,No,No,5289,11,0,58,Male,Sales,0.76,0.66,0.26,0.5,0.4,3.0
V0346,R036,Volna,Georgian,254,48,1,Yes,Yes,3387,46,0,59,Female,Medical,0.62,0.71,0.43,0.73,0.86,4.5
V0306,R041,Aist,Mediterranean,127,59,1,No,No,5174,19,0,50,Female,IT Specialist,0.47,0.85,0.55,0.59,0.45,3.0
V0792,R024,Pinch,Fusion,125,73,1,Yes,No,2893,13,0,20,Male,Entrepreneur,0.76,0.77,0.2,0.87,0.25,2.0
V0773,R035,Avocado Queen,Georgian,271,72,2,No,Yes,4157,57,0,19,Female,Sales,0.55,0.43,0.43,0.59,0.5,3.5
V0716,R043,Pavilion,Asian,96,110,3,Yes,No,3855,13,0,28,Male,Sales,0.72,0.71,0.36,0.72,0.64,3.0
V0389,R032,Expedition,Asian,155,146,1,No,No,4513,30,0,27,Female,IT Specialist,0.42,0.52,0.36,0.57,0.42,2.5
V0849,R042,AQ Kitchen,Author's,162,31,1,Yes,No,2506,32,0,48,Male,Entrepreneur,0.64,0.51,0.44,0.66,0.72,1.0
V0849,R038,Corner Cafe,Author's,175,125,2,Yes,No,5889,21,0,48,Male,Entrepreneur,0.64,0.51,0.44,0.66,0.72,1.0
V0289,R017,15 Kitchen + Bar,Mediterranean,231,101,1,Yes,Yes,1667,28,0,19,Female,Scientist,0.45,0.36,0.95,0.56,0.35,3.0
V0545,R034,Butler,Georgian,279,77,1,Yes,No,2967,40,0,20,Male,Manager,0.48,0.39,0.53,0.46,0.45,2.0
V0172,R001,Twins Garden,Seafood,136,54,1,Yes,No,5306,32,0,50,Female,Entrepreneur,0.34,0.73,0.36,0.62,0.15,1.0
V0839,R041,Aist,Mediterranean,127,59,1,No,No,5174,19,0,44,Male,Scientist,0.43,0.37,0.35,0.7,0.51,2.5
V0595,R048,Eggsellent,Seafood,143,93,2,No,Yes,3760,23,0,43,Female,Service Worker,0.56,0.73,0.53,0.52,0.41,1.5
V0921,R038,Corner Cafe,Author's,175,125,2,Yes,No,5889,21,0,55,Male,Sales,0.68,0.65,0.65,0.63,0.48,1.5
V0668,R011,Probka,Georgian,332,61,1,No,No,3747,57,1,31,Male,Medical,0.63,0.47,0.55,0.56,0.43,4.5
V0396,R048,Eggsellent,Seafood,143,93,2,No,Yes,3760,23,0,55,Female,Service Worker,0.97,0.69,0.65,0.53,0.62,2.0
V0193,R029,Chemodan,Italian,102,48,1,Yes,No,4062,19,0,50,Male,Student,0.73,0.58,0.16,0.62,0.47,3.0
V0041,R028,L.E.S.,Author's,194,73,3,No,No,5713,23,0,39,Female,Service Worker,0.51,0.65,0.7,0.61,0.5,1.0
V0525,R014,Onest,Author's,190,51,1,Yes,No,5936,38,0,27,Male,Student,0.72,0.64,0.76,0.47,0.26,1.0
V0881,R037,Gastronome,Fusion,237,68,2,No,No,5618,43,0,59,Male,Creative,0.68,0.85,0.6,0.59,0.31,2.5
V0702,R032,Expedition,Asian,155,146,1,No,No,4513,30,0,45,Female,Manager,0.4,0.47,0.69,0.63,0.55,2.5
V0449,R018,La Marée,Asian,67,56,2,No,No,5289,11,0,62,Male,Finance,0.47,0.4,0.65,0.52,0.42,2.5
V0132,R050,Probka na Tsvetnom,Author's,173,37,2,Yes,Yes,3768,27,0,33,Female,Creative,0.6,0.61,0.64,0.56,0.14,1.0
V0322,R050,Probka na Tsvetnom,Author's,173,37,2,Yes,Yes,3768,27,0,47,Female,Entrepreneur,0.72,0.06,0.16,0.69,0.09,1.0
V0477,R033,Assunta Madre,Russian,282,54,3,Yes,No,3981,45,0,63,Male,Service Worker,0.58,0.67,0.53,0.71,0.45,3.0
V0091,R046,Harvest,Japanese,103,150,1,No,No,5453,13,0,53,Male,Finance,0.78,0.59,0.76,0.55,0.77,3.0
V0537,R030,Dr. Zhivago,Asian,337,58,1,Yes,Yes,2952,54,0,48,Male,Student,0.54,0.74,0.39,0.53,0.84,3.5
V0447,R019,BOLSHOI,Italian,256,89,3,Yes,No,5882,47,0,43,Female,Service Worker,0.44,0.43,0.37,0.83,0.31,2.5
V0267,R021,Darbar,French,106,68,3,No,No,3143,13,0,36,Female,IT Specialist,0.62,0.56,0.42,0.65,0.21,2.0
V0059,R050,Probka na Tsvetnom,Author's,173,37,2,Yes,Yes,3768,27,0,27,Female,Sales,0.52,0.59,0.33,0.39,0.43,2.0
V0158,R032,Expedition,Asian,155,146,1,No,No,4513,30,0,51,Female,Student,0.8,0.41,0.66,0.6,0.26,1.5
V0004,R043,Pavilion,Asian,96,110,3,Yes,No,3855,13,0,27,Female,Student,0.54,0.42,0.77,0.64,0.68,2.5
V0558,R041,Aist,Mediterranean,127,59,1,No,No,5174,19,0,56,Female,Finance,0.71,0.6,0.9,0.72,0.24,3.0
V0974,R011,Probka,Georgian,332,61,1,No,No,3747,57,1,24,Female,Medical,0.77,0.41,0.46,0.44,0.45,4.5
V0784,R046,Harvest,Japanese,103,150,1,No,No,5453,13,0,55,Female,IT Specialist,0.8,0.78,0.59,0.7,0.39,2.5
V0463,R019,BOLSHOI,Italian,256,89,3,Yes,No,5882,47,0,33,Male,Finance,0.67,0.85,0.53,0.72,0.17,3.5
V0561,R029,Chemodan,Italian,102,48,1,Yes,No,4062,19,0,25,Male,Creative,0.55,0.26,0.41,0.53,0.39,2.0
V0157,R014,Onest,Author's,190,51,1,Yes,No,5936,38,0,31,Male,Entrepreneur,0.61,0.77,0.31,0.65,0.52,1.0
V0468,R014,Onest,Author's,190,51,1,Yes,No,5936,38,0,20,Male,Manager,0.6,0.59,0.5,0.46,0.39,1.0
V0807,R012,Maya,Italian,215,48,2,No,Yes,5227,40,1,26,Female,Sales,0.47,0.52,0.58,0.7,0.57,4.5
V0591,R035,Avocado Queen,Georgian,271,72,2,No,Yes,4157,57,0,29,Female,Entrepreneur,0.6,0.64,0.06,0.61,0.42,3.0
V0646,R031,Natakhtari,Italian,223,63,1,No,No,3412,41,0,45,Female,Medical,0.56,0.38,0.58,0.59,0.36,3.5
V0551,R013,Sage,Georgian,220,69,2,Yes,No,5858,43,0,35,Female,Finance,0.75,0.63,0.57,0.68,0.33,2.5
V0314,R032,Expedition,Asian,155,146,1,No,No,4513,30,0,24,Female,Finance,0.4,0.28,0.36,0.68,0.37,2.0
V0286,R024,Pinch,Fusion,125,73,1,Yes,No,2893,13,0,27,Female,Creative,0.65,0.53,0.74,0.51,0.54,2.0
V0623,R045,Gvidon,Georgian,329,94,1,Yes,No,5898,58,0,41,Female,Service Worker,0.33,0.53,0.6,0.7,0.43,2.0
V0838,R048,Eggsellent,Seafood,143,93,2,No,Yes,3760,23,0,31,Male,Scientist,0.45,0.35,0.21,0.65,0.49,3.0
V0478,R038,Corner Cafe,Author's,175,125,2,Yes,No,5889,21,0,41,Male,Sales,0.72,0.44,0.06,0.48,0.44,1.0
V0371,R040,Alice,Fusion,149,71,1,Yes,No,2637,23,2,61,Female,Finance,0.27,0.35,0.54,0.56,0.47,5.0
V0524,R013,Sage,Georgian,220,69,2,Yes,No,5858,43,0,58,Male,Scientist,0.69,0.67,0.48,0.5,0.7,3.5
V0683,R049,Margarita Bistro,Georgian,266,63,3,No,No,3019,49,0,45,Female,Entrepreneur,0.55,0.75,0.43,0.59,0.16,2.5
V0571,R037,Gastronome,Fusion,237,68,2,No,No,5618,43,0,57,Male,Creative,0.69,0.55,0.4,0.68,0.52,2.5
V0258,R007,Grand Cru,Italian,227,46,2,No,No,5496,38,1,28,Female,Student,0.44,0.58,0.56,0.7,0.7,3.5
V0114,R004,SAVVA,Seafood,186,168,1,Yes,No,4008,27,0,26,Male,Medical,0.54,0.65,0.59,0.47,0.24,1.5
V0691,R045,Gvidon,Georgian,329,94,1,Yes,No,5898,58,0,57,Male,Student,0.68,0.82,0.32,0.72,0.5,2.5
V0155,R034,Butler,Georgian,279,77,1,Yes,No,2967,40,0,45,Male,Entrepreneur,0.6,0.27,0.51,0.67,0.3,2.5
V0607,R049,Margarita Bistro,Georgian,266,63,3,No,No,3019,49,0,29,Male,Entrepreneur,0.81,0.58,0.62,0.63,0.4,2.5
V0526,R002,Artest Chef’s Table,Japanese,160,121,1,No,No,3285,32,0,28,Male,Manager,0.64,0.48,0.68,0.63,0.72,2.5
V0448,R008,Biologie,Asian,96,53,2,Yes,Yes,3185,5,0,27,Male,IT Specialist,0.59,0.29,0.51,0.79,0.31,3.0
V0775,R049,Margarita Bistro,Georgian,266,63,3,No,No,3019,49,0,25,Male,Service Worker,0.26,0.57,0.22,0.44,0.76,2.0
V0831,R026,Grace Bistro,Japanese,77,50,2,Yes,No,9397,19,0,21,Male,Sales,0.59,0.83,0.54,0.71,0.39,2.5
V0083,R014,Onest,Author's,190,51,1,Yes,No,5936,38,0,41,Female,Service Worker,0.68,0.7,0.27,0.75,0.36,1.0
V0831,R010,Cafe Pushkin,Italian,144,63,3,No,No,3361,20,0,21,Male,Sales,0.59,0.83,0.54,0.71,0.39,3.0
V0243,R002,Artest Chef’s Table,Japanese,160,121,1,No,No,3285,32,0,28,Female,Creative,0.44,0.62,0.55,0.66,0.38,2.0
V0980,R016,Padron,Mediterranean,440,60,1,Yes,No,4316,76,0,47,Female,Manager,0.46,0.24,0.66,0.59,0.55,2.5
V0840,R047,Sartoria Lamberti,Italian,147,39,2,Yes,No,5986,28,0,27,Male,Sales,0.64,0.29,0.61,0.43,0.74,3.0
V0303,R043,Pavilion,Asian,96,110,3,Yes,No,3855,13,0,50,Female,Medical,0.72,0.49,0.6,0.67,0.52,3.5
V0403,R049,Margarita Bistro,Georgian,266,63,3,No,No,3019,49,0,37,Male,Creative,0.73,0.68,0.17,0.63,0.3,2.0
V0491,R032,Expedition,Asian,155,146,1,No,No,4513,30,0,50,Male,Manager,0.62,0.58,0.36,0.69,0.77,2.5
V0163,R009,Sakhalin,Seafood,128,78,2,Yes,No,4288,29,0,27,Female,Finance,0.49,0.78,0.59,0.8,0.35,2.0
V0664,R016,Padron,Mediterranean,440,60,1,Yes,No,4316,76,0,63,Male,Scientist,0.8,0.68,0.29,0.59,0.51,4.0
V0585,R005,Selfie,Seafood,192,129,1,No,Yes,2810,38,0,45,Male,Medical,0.56,0.29,0.39,0.73,0.78,3.5
V0283,R036,Volna,Georgian,254,48,1,Yes,Yes,3387,46,0,24,Male,Sales,0.51,0.48,0.45,0.59,0.3,3.0
V0180,R004,SAVVA,Seafood,186,168,1,Yes,No,4008,27,0,34,Male,Sales,0.72,0.35,0.48,0.53,0.49,2.0
V0712,R039,Fahrenheit,Georgian,154,84,1,No,Yes,4056,31,1,41,Male,Manager,0.69,0.44,1.0,0.57,0.15,3.0
V0123,R014,Onest,Author's,190,51,1,Yes,No,5936,38,0,49,Female,Scientist,0.86,0.61,0.27,0.65,0.42,2.0
V0571,R033,Assunta Madre,Russian,282,54,3,Yes,No,3981,45,0,57,Male,Creative,0.69,0.55,0.4,0.68,0.52,2.0
V0305,R028,L.E.S.,Author's,194,73,3,No,No,5713,23,0,45,Male,Scientist,0.63,0.33,0.33,0.69,0.73,2.0
V0170,R049,Margarita Bistro,Georgian,266,63,3,No,No,3019,49,0,31,Female,Scientist,0.52,0.37,0.55,0.62,0.57,3.5
V0643,R014,Onest,Author's,190,51,1,Yes,No,5936,38,0,21,Male,Medical,0.62,0.63,0.59,0.62,0.56,1.5
V0799,R008,Biologie,Asian,96,53,2,Yes,Yes,3185,5,0,21,Male,Medical,0.64,0.37,0.49,0.45,0.51,3.0
V0470,R022,Severyane,Fusion,161,86,1,Yes,Yes,5170,29,1,38,Male,Medical,0.84,0.66,0.63,0.72,0.66,4.5
V0853,R040,Alice,Fusion,149,71,1,Yes,No,2637,23,2,36,Female,Sales,0.74,0.08,0.6,0.6,0.57,5.0
V0914,R030,Dr. Zhivago,Asian,337,58,1,Yes,Yes,2952,54,0,47,Male,Student,0.65,0.39,0.0,0.56,0.6,4.5
V0532,R028,L.E.S.,Author's,194,73,3,No,No,5713,23,0,21,Male,Manager,0.47,0.74,0.51,0.54,0.39,1.0
V0797,R005,Selfie,Seafood,192,129,1,No,Yes,2810,38,0,54,Female,Service Worker,0.7,0.23,0.15,0.73,0.48,2.0
V0565,R048,Eggsellent,Seafood,143,93,2,No,Yes,3760,23,0,29,Female,Creative,0.62,0.68,0.89,0.51,0.85,1.5
V0701,R010,Cafe Pushkin,Italian,144,63,3,No,No,3361,20,0,21,Female,Finance,0.8,0.24,0.49,0.38,0.14,3.0
V0726,R024,Pinch,Fusion,125,73,1,Yes,No,2893,13,0,55,Male,Medical,0.78,0.43,0.68,0.63,0.71,3.0
V0283,R020,Peshi,Fusion,142,37,1,Yes,No,5212,22,0,24,Male,Sales,0.51,0.48,0.45,0.59,0.3,3.0
V0023,R004,SAVVA,Seafood,186,168,1,Yes,No,4008,27,0,48,Female,Medical,0.37,0.49,0.36,0.67,0.43,2.5
V0128,R025,Technikum,Author's,132,54,2,Yes,No,5274,16,0,23,Male,Creative,0.8,0.42,0.57,0.54,0.64,1.0
V0425,R031,Natakhtari,Italian,223,63,1,No,No,3412,41,0,43,Female,Sales,0.75,0.33,0.19,0.64,0.18,3.5
V0244,R037,Gastronome,Fusion,237,68,2,No,No,5618,43,0,45,Male,Manager,0.81,0.62,0.6,0.4,0.5,3.0
V0865,R049,Margarita Bistro,Georgian,266,63,3,No,No,3019,49,0,22,Female,Medical,0.51,0.46,0.44,0.48,0.23,3.0
